MFL,MFN,MFPA
GRIP2,MBP,GRM7-AS1
ALG5,NEPRO,BRWD1-IT1
RN7SL4P,CFAP44,DDX18P6
RFTN1,CNIH4,ANKRD1
DAZL,NVL,FAM110D
PLCL2,DNAH14,SIM2
GPX1P2,LBR,CLDN14
RRN3P3,SPRING1,IRX4
SALL4P5,CIP2A,LIPA
UBE2E2,CEP97,LINC02345
UBE2E1-AS1,CIT,LINC02694
JAM2,PRKAB1,NTMT2
UBE2E1,ITPKB,CACYBPP1
MIR155HG,RTTN,CCSER2
LINC00158,LINC01909,MED10
LCP2,SUDS3,UBTFL8
USP12P1,PARP1,CD52
A4GALT,LIN9,CRYBG2
GRINA,TAOK3,CDHR1
LY6E,PEBP1,RPL21P33
LINC02904,H3-3A,TIAM1
LDLRAD3,VSIG10,P4HA1
RHPN1-AS1,PYCR2,RPS4XP5
RNF213-AS1,BBX,IPMK
RNF213,TMEM63A,MAPK6
GSDMD,RFC5,LINC02109
FJX1,SRP9,TMPRSS15
PARP10,FBXO21,GLDN
C1QTNF1,ENAH,PURPL
BAHCC1,TESC,SREK1IP1P1
CANT1,TIMM21,RN7SL840P
LGALS3BP,FBXW8,UAP1
WDR97,ST3GAL6,LINC00320
SLC1A2,ATP8B1,CCNB3P1
CD44-AS1,MTMR6,CCDC190
CYTH1,HAUS1,LINC01687
CD44,EEF1AKMT1,LINC02228
EHF,SETBP1,LINC02064
SOCS3-DT,IFT88,PCDH15
ERICD,CRYL1,CDH6
ALX4,ZMYM2,ONECUT1
LINC01388,B3GALNT2,LGALSL-DT
ZHX2,SIGLEC15,LINC01549
PTPRJ,MPHOSPH8,RSL24D1
DPYS,TPTE2,MIR99AHG
NUDCD1,FAM86DP,RPL13AP19
ENY2,ATP5F1A,NPR3
SECTM1,LINC00960,FRMPD2
CD7,XPO4,LINC02160
KCNV1,ST8SIA5,TARS1
CELF1,PIAS2,WASF2
EXT1,KATNAL2,HSPA13
MADD-AS1,ZNF268,ABCC13
CD82,ZNF10,RAI14
KLHL38,IER3IP1,ZNF365
ANXA13,ZNF891,LINC01689
NR1H3,ZNF84,PRDM9
MDK,ZNF26,BASP1
ASAP1,ZNF605,CNN2P10
GCGR,CHFR,PSAP
ADCY8,LYST,RNU6-353P
EFR3A,SKA3,PDIA3
KCNQ3,NARS1,SERF2
SOCS3,UBA3,MARCHF11-DT
FOXD4,MAPRE2,ZNF622
PLEKHA5,ZNF397,PIN4P1
DDX58,ZSCAN30,CHCHD3P3
HSP90AA2P,ZNF396,BACH1
TTC39B,PSMD6,FAM78B
UNK,GALNT1,WDTC1
H3-3B,SUCLG2,THUMPD1P1
RAP1BP1,SPATA13,AIFM2
IFNB1,RPRD1A,CCT4
CLIC4P1,SUCLG2-AS1,EGR2
PLAA,MIPEP,LINC01697
ACO1,ARL6IP5,DUOX2
DNAJA1,MRPL57,SLC28A2
RCN1,FRMD4B,RPL26P29
B4GALT1,TPGS2,MYPN
CHMP5,KIAA1328,LRRC52-AS1
ANO3,EIF4E3,APP-DT
CD300H,MTR,PBX1
ANO5,GPR27,LINC02217
NAV2,LINC00877,SHC4
CCL19,MICU2,CDH18
DNAJB5,NID1,COPS2
CDC42EP4,ZDHHC20,REEP3
PRDX1P1,SHQ1,LINC02241
RN7SL5P,GOLGA3,LINC01133
CBWD1,PGAM5,RN7SL636P
PLGRKT,PXMP2,OPRD1
ABTB2,SPRTN,TPSB2
PUM3,DISC1,UBE2I
GLIS3,MBD2,CHMP4B
JAK2,ATP6V0A2,TPSD1
CSNK1G2P1,POLI,RN7SL32P
PDSS1P1,EIF2B1,RALY
MTND5P14,C18orf54,TPSAB1
TCF3P1,DDX55,HSPA5
LMO2,CPOX,MCRIP2
CD274,TSNAX,CRABP2
RPL4P5,KMT5A,PBX3
PDCD1LG2,SBNO1-AS1,SAG
RHBDF2,EXOC8,PAM
AANAT,POLE,RPL12
RIC1,GNPAT,NIBAN2
WT1-AS,C1orf131,BAIAP3
WT1,MTRFR,PJA2
IL33,WDR7,TSR3
SELENOTP1,MPHOSPH9,ADGRD2
ACTG1P14,TRIM67,NEK6
CTHRC1,PITPNM2,STRBP
BAALC-AS2,ARV1,HMGN1P14
LINC01181,TTC13,EPB41L4A-AS1
HS3ST3B1,ONECUT2,EFHD1
BMP1,FECH,RHBG
MS4A7,DISC1-IT1,OR1L8
SLC39A14,ZNF664,BPIFB1
HS3ST3A1,SCARB1,PTGS1
TNFRSF10A,MAP10,LDHAP7
CDH2,LRCOL1,LINC02124
NKX3-1,LINC02361,RPL3L
ADAMDEC1,C18orf32,KCMF1
PPP2R2A,EP400P1,STXBP1
RPS18P12,TARBP1,RAB40C
GAREM1,EP400,CEBPB
RPL5P22,ULK1,PCGF1
TUBBP1,ACAA2,YARS1
RBPMS,MMP17,NCS1
PATL1-DT,LINC02008,ELL2
NRG1,ADGRD1,SELENOS
RNF122,RAN,VDAC1P9
PATL1,MBD1,RNU4-40P
IDO1,CXXC1,LAMC3
IDO2,SKA1,ACSS2
MS4A14,DHFR2,CNBD2
HNRNPA1P7,ARL6,AIF1L
RPL5P24,MAP3K21,AK8
CLDN23,ELAC1,CELP
KMT2C,RIOX2,LINC02244
PIK3R5,PCNX2,LRRC28
PIK3R5-DT,BRI3BP,MROH2A
DNAJB6,NTPCR,C9orf78
NTN1,SAMD1,FCRL5
RN7SKP26,ASF1B,UBE2V1P4
PSTPIP2,DIAPH3,NTMT1
DAGLA,ARHGAP42,HK2
SYT4,HS3ST1,KYAT1
RPL7AP66,RAB28,POLE4
ATP6V1B2,ZNF45,SET
FHOD3,ZNF221,EIF6
MOCOS,YAP1,MMP24OS
FGF20,ZNF230,AXIN1
SLC7A2,TMCO1,PGAP6
PDGFRL,BOD1L1,GOLGA2
PSD3,ZNF223,LRRTM4
SLC15A3,ZNF284,BBLN
DTNA,ALDH9A1,LRRTM4-AS1
SLC18A1,ZNF225,CSMD2
GATA6,ZNF518B,TRAF7
PLAT,ZNF226,PAPPA
DTX4,ZNF227,TMEM38B
RPSAP47,ZNF235,PYGB
PI15,FBXL5,ABHD12
CASC9,JRKL,LINC01492
SMTNL1,ZNF285,TOPORSLP
PKMP4,MGST3,LINC02861
SLC43A3,ZNF180,MGC32805
IL7,FAM200B,ZNF474-AS1
RAB12,BST1,ATP6V1G1
LINC02605,CEP57,LINC01505
RPL3P9,ZNF283,ZNF474
HNRNPA1P4,SLC2A9,RAD23B
RPL10AP2,SRSF8,HMGN2P32
RIPK2-DT,POGK,ZNF263
NBN,KIAA0232,KLF4
PLEKHF2,TBC1D14,VSX1
EMILIN2,CCDC96,KRT18P16
SMCHD1,POGLUT3,CYLC2
STK3,ATM,LINC01170
SPAG1,NPAT,RNU6-106P
RNF19A,ACAT1,LINC01721
MAILR,GPA33,KDM3A
MIR2052HG,SLC35F2,CST3
UBE2L6,ALKBH8,CST8
GDAP1,TADA1,CSTL1
JPH1,KBTBD3,RN7SKP117
CEBPD,DYNC2H1,NXT1
PCMTD1,PHLDB3,HSPE1P10
TGS1,MSANTD4,LMNB1-DT
LYN,SORCS2,PKLR
RN7SL798P,XRCC1,MSANTD3
CHCHD7,SH3TC1,PPL
CYP7A1,IRGQ,LOX
CA8,ZNF576,SRFBP1
PTPN2,SRRM5,PRELID3BP8
NASPP1,ZNF428,DEFB118
BHLHE22,ACOX3,FEM1C
CYP7B1,UCK2,CDC26
SERPING1,SESN3,DUSP15
SLCO5A1,KDM4D,LVRN
MSC-AS1,RAP2B,KCTD5
MSC,RAB30,SSR2
TRPA1,HIKESHI,ELOB
RDH10,CREBZF,UGCG
APCDD1,TMEM126B,SEMA6A-AS2
SSTR2,VASP,PRSS22
PAX5,OPA3,LINC02214
MAP2K6,EML2,HM13
HERC4,TBC1D19,DNAJC25
IFI35,STIM2,PTGR1
PPIAP19,C1orf226,ZNF483
CTSLP4,ANKRD42,RNU6-1064P
ASAH2B,FBXO46,CLDN6
CASP7,DDIAS,TNFRSF12A
NRAP,ANAPC4,GNLY
ARID5B,PRCP,BICDL2
STAT3,SYMPK,TXN
STAT5A,PCDH7,EPB41L4B
DHX58,NARS2,DMXL1-DT
ARHGAP22,USP35,ZSCAN10
CNP,KCTD21,CFTRP2
DDX21,CCDC61,RIT1
SRGN,KCTD21-AS1,FRRS1L
SAR1A,ALG8,AGGF1P10
PPA1,INTS4,RN7SL174P
GLUD1P3,NOS1AP,NPPC
PLAU,ME3,FAM81B
NT5C2,POLR1G,RPL7P18
TLK2P1,CWC15,ARL4C
RPL5P27,DCAF16,UBE2F-SCLY
TMEM106A,AMOTL1,RAMP1
ARHGAP21,LINC02700,TBCA
MAP3K14-AS1,ANKRD49,PCIF1
ABI1,MRE11,UBE2F
YME1L1,TAPT1,ZBED3-AS1
MASTL,TAPT1-AS1,RN7SL371P
SVIL,QDPR,AKR1C4
MAP3K8,CEP295,LINC01143
RPS4XP11,APOC2,MEX3B
PPIAP31,CLPTM1,S100Z
RPL5P28,MED28,RN7SL208P
SPATA32,NUF2,LASTR
FMNL1,ZCCHC4,MKRN7P
CCDC200,NCAPG,ANP32BP3
FMNL1-DT,LCORL,LHFPL2
RPL7AP53,PPP1R37,RBM44
CREM,CTSC,DMGDH
RPL7P37,LGI2,BHMT2
NAMPTP1,SEPSECS,AKR1C1
CPD,SEPSECS-AS1,MANCR
RET,TMEM135,LINC01226
CXCL12,RGS5,KLF6
AGAP9,RGS4,WHAMM
ZNF503,ERCC2,LINC02669
ZNF503-AS2,BLOC1S4,ADAMTSL3
LRMDA,MRFAP1L1,IDI1
PSD,LINC02482,SPTA1
MARCHF5,TACC3,NMB
MLLT6,HINFP,DIP2C
MYOF,C2CD2L,LRRFIP1
SLFN5,DPAGT1,SYS1
ARHGAP23,H2AX,LAPTM5
PIPSL,HMBS,OCSTAMP
NOC3L,SLC37A4,SLC13A3
DDX52,C19orf47,LINC02663
CCNJ,TRAPPC4,CEBPB-AS1
SLFN12,CENATAC-DT,LINC01273
CCL2,PRX,PEDS1
PIK3AP1,SLBP,ANP32BP1
NFKB2,TMEM129,FAM107B
RRP12,ZNF780B,RNU6-1216P
SLC25A28,FGFR3,ODF3L1
CCL4L2,SHKBP1,GFPT1
CCL3L3,LTBP4,LINC00710
CCL4,IFT46,RNU6-919P
CCL3,COQ8B,CRP
CCL5,TNFSF4,BTF3
CWC25,C19orf54,LINGO1
SDHCP2,SNRPA,CELF2-DT
CPEB3,LETM1,STAU1
HECTD2,KMT2A,MRPL36P1
CCR7,EGLN2,GATA3
CCL7,ZNF780A,HYKK
CCL8,ZNF546,LINC01333
CCL13,MRFAP1,MORF4L1
CCL1,TBCEL,ANKRD31
RAPGEFL1,GMFG,ITIH5
MBL1P,DGKQ,HMGCR
EIF5AP4,JHY,TMED3
CTSLP1,PAF1,LINC02649
LIG3,MED29,LINC01754
FAS,UBASH3B,RN7SKP78
CH25H,FGFRL1,PCBP1
IFIT2,PLEKHG2,EYA2
IFIT3,RNF212,ABHD17C
IFIT1B,TMED11P,CACNA1B
IFIT1,SORL1,SLPI
IFIT5,ARHGEF12,ZBTB8B
TRIM8,PSMC4,LINC01949
PCGF5,CTBP1-DT,SNHG17
GPR158,EID2,EIF3I
ARL5B,MAEA,RNU6ATAC
SNRPGP4,UVSSA,CHASERR
NR4A3,GAS5-AS1,ARHGAP40
TLK2,DARS2,GBX2
POLRMTP1,CENPL,COL5A1
MED13,RNF26,SEMG1
MRPL17,CBL,LINC00930
RPL23AP74,FCGBP,ST8SIA2
PRXL2C,NLRX1,EDIL3-DT
TDRD7,ATP5MG,SMIM42
TRIM14,UBE4A,FCN1
GALNT12,NSD2,VPS33B-DT
STX17,ZNF526,BPI
SEMA4D,KIFAP3,LINC00461
RPS2P35,HTT,TGM2
TRIM22,RGS12,SEPHS1P2
GRIN3A,ARHGEF1,SPATA8
TRIM5,ZW10,VSTM2L
VMP1,C1orf112,AGAP1-IT1
ABCA1,TTC12,LCK
FSD1L,FAM86EP,ADGRV1
PALM2AKAP2,TMEM128,NR2F1-AS1
YBX1P6,IL18,SURF4
CYB5R2,TIMM8B,NR2F1
SECISBP2,STX18,ARRDC4
IFITM2,MPZL3,LINC02351
LGALS9B,DLAT,FAM169B
PSMA1,PAFAH1B3,RPL7A
ATP5F1AP8,C11orf1,MTHFD2
TEAD1,TMEM145,PLCG1-AS1
AMPD3,MEGF8,HAPLN1
CBWD5,FDXACB1,ASB18
FOXD4L4,ALG9,FBXW5
RPL23AP65,SIK2,PI3
LINC01506,EVC,LINC01586
C9orf135-DT,ATP1B1,RN7SL160P
CEMIP2,MAN2B2,TINAGL1
CDK20,GRK4,TOMM34
PLEKHM1P1,REXO2,KRT18P47
ARHGAP27P1-BPTFP1-KPNA2P3,NOP14-AS1,OR10K1
DDX5,ADD1,RPS27AP9
RORB,PIGC,COPS8
RPSAP9,NAT8L,PEF1-AS1
TLE4,POLN,LINC00928
RASEF,DNM3,OR10T1P
NFYCP2,METTL13,PLIN1
DENND5A,HAUS3,WDR93
PPM1E,BACE1,OSER1-DT
KIAA1958,RNF214,SOCS5P2
SLC31A2,CYP2S1,OSER1
CALCOCO2,PCSK7,JPH2
SLC2A6,HNRNPUL1,RAB11FIP5
GPSM1,SIDT2,OR10K2
FAM117A,CCDC97,LCN8
NXPH3,TMEM91,IDH2-DT
ASCL2,PAFAH1B2,EGR4
GTPBP4,RN7SL589P,LINC02846
MOB2,RNF4,PTPRT
UBE2Z,BUD13,CAMSAP1
TASOR2,FMO4,FURIN
FBH1,SH3BP2,GLT6D1
SEPTIN4,CEACAM21,PAEP
IL15RA,LINC00900,MRPS2
RBM17,CEACAM4,LINC02135
PFKFB3,OLFML2B,LINC01608
IRF7,IRX3,MTCO1P46
MIR210HG,RELL1,POLR2DP2
IFITM3,CFL1,GRM1
MINDY3,PELI3,FBXO30
IFITM1,CLEC11A,RNU1-33P
VIM,MRPL11,NEUROD1
TRIM21,C19orf48,FNDC7
OR52K3P,NPAS4,PPP1R1C
EEF1A1P5,SLC29A2,AKNAD1
SPAG9,B4GAT1,LINC02476
COL27A1,EIF1AD,PDE1A
ORM1,ZAR1,SPATA42
TNFSF15,OCIAD1,CITED2
TNFSF8,MUS81,LRRC59
TNC,SIPA1,CFTR
TLR4,NFXL1,SUMO2P7
MEGF9,PCNX3,OAZ1
CUTALP,EHBP1L1,FOXP2
TRAF1,SGCB,SF3A2
NR6A1,USP46,LINC02071
TRIM25,USP46-DT,MKNK2
C17orf67,SIGLEC9,LINC02073
WSB1,SIGLEC7,CYP51A1P3
TMSB4XP4,SIGLEC17P,LRRN3
RPS2P48,DPF2,SESTD1
OR52K1,DANCR,ONECUT3
NUP188,SIGLEC22P,MTCO1P40
LGALS9,DPP3,LINC02903
TOR1B,CTSF,CCDC141
GALNT11,TCIRG1,DNAJB9
PRKAG2,ANKRD13D,ULBP2
LIPG,FAM86C2P,RPS15
BVES,NUDT8,ANKFN1
SIK3,NDUFV1,NCKAP1
CGAS,AP2A1,FAM3C
TENT5A,GSTP1,CT69
TPT1P6,PITPNM1,FSD1
ISYNA1,PTOV1,NGFR-AS1
ACTBP8,GUF1,NGFR
IFI30,RPS6KB2,RN7SKP299
EPHA7,GNPDA2,SLC13A1
SIM1,SSH3,ASB15
BVES-AS1,GRK2,FLJ40194
KCNQ5,CCS,WASL
BISPR,COMMD8,GNA15
BST2,SIGLEC11,RNU6-826P
CCDC194,SIGLEC16,IGF2BP1
PRDM1,VRK3,SH3GL1
ARHGAP20,ZNF473,UBXN6
RPL3P7,ATP10D,RNU1-42P
VPS9D1,LRFN4,PTGER3
FDX1,KCNC3,EEF2
SLC16A10,PC,NHEG1
PBX4,POLD1,NMRK2
RIMS1,RBM4B,MATK
GTPBP2,CD33,IL20RA
FOXF1,CAPN1,MRPL54
RPL34P34,SCFD2,SLC35B1
TMEM63B,ZNF610,PBOV1
BCL9L,ZNF614,GIPC3
RUNX2,RCOR2,SMIM28
CLIC5,MARK2,MARCKSL1P2
ENPP4,ZNF616,PTPRZ1
ACTG1P9,ZFTA,DOHH
FENDRR,ZNF836,SMIM24
CD2AP,RTN3,HEBP2
PAQR8,LGALS12,CELF5
OGFRL1,ZNF766,CCDC28A
RPL31P28,AASDH,NOG
PHLDB1,ZNF480,LHX8
FTH1P15,PPAT,HBP1
SMIM35,IGLON5,ACHE
IL10RA,ZNF528,SALL3
SCAT8,PAICS,LINC02901
TMPRSS13,SNHG1,AMZ2P2
FXYD6,TMEM179B,GNB2
FXYD2,ZNF808,ZAN
REV3L,ZNF701,SRP72P2
TRAF3IP2-AS1,TMEM223,AK5
TRAF3IP2,TAF6L,EFNA2
RNA5SP219,ZNF611,COL11A1
CARD16,POLR2G,SNX9
CASP1,ZNF28,MUC3A
CASP5,ZNF615,PLPP2
SNORD100,NAA40,H3P28
CASP4,OTUB1,LINC01476
SLC2A12,ZNF613,LINC01896
MYB,CDCA5,PDE11A
MAP3K5,SAC3D1,IRS3P
MAP3K5-AS1,ETFB,ACAT2
IER2,CD1D,H3P42
ZC3H12C,FIP1L1,TCP1
WAKMAR2,ARL2,MAS1
TNFAIP3,SIGLEC10,SLC22A1
LINC02528,MEN1,RN7SL448P
LINC02865,SF1,CYP3A43
MMP12,ZNF175,TSHZ1
HIVEP2,SRD5A3,BUD31
PITPNA,SIGLEC5,LINC01922
PHACTR2,SIGLEC14,RPS23P7
SLC43A2,TMEM165,UBBP3
CCN2,RPS6KA4,TMEM130
GUCY1A2,CCDC88B,MARCHF10-DT
AKAP7,NUDT22,C2CD4C
LAMA2,FPR1,ITGB7
HSH2D,FLRT1,VGF
RPS27AP11,FPR3,CFD
LINC02541,ZNF577,FAM174C
MARCKS,EXOC1,PLEKHG1
MROCKI,ZNF649,RNU6-1247P
FRK,ALDH3B1,PRKAR2B-AS1
RDX,IRF3,ZBTB2
DSE,DUSP12,PLEKHA3
KRT18P22,SLCO2B1,GPX4
CALHM6,NDUFS2,LHFPL3-AS1
CALHM5,TMEM156,EIF4BP6
VGLL2,SERPINH1,RELN
RAP1BP3,GDPD5,ST6GALNAC3
RAB39A,KLHL35,SLC26A5
NCOA7,ARRB1,OR4D1
RSPO3,TPBGL,RNF43
KIAA0408,PPOX,ELANE
PTPRK,SELENOW,MOGAT3
RPH3AL-AS1,USP21,PRTN3
MAD2L1BP,UFC1,AZU1
IRF8,RFC1,LINC02840
JUNB,FCER1G,PTBP1
C6orf62,NEU3,LINC01836
ZFP36,ARHGAP30,RNU1-108P
GMPR,POLD3,LINC01676
FAM8A1,LIPT2,MIR4285
IFNL1,LIG1,FIS1
MLKL,KCNE3,RNF126
NUP153-AS1,CARD8,POLRMT
CD69,LIAS,BSG
RNF144B,C2CD3,OPRM1
CLEC2D,UCP2,CDC34
RIPOR2,DNAJB13,PLIN5
RPL15P3,KPTN,MYDGF
CMAHP,APOA2,TMED1
TRIM38,CHKA,RWDD1
RIMKLB,MPZ,MUC16
CLEC4E,PGM2,BOLA3P2
BTN2A1,PPP5C,AKR1B10
CLEC4D,FCGR3A,OR7G2
GABBR1,AQP11,SLC23A4P
HLA-F,TBC1D1,ZNF317
HLA-K,CLNS1A,OR7D4
CD83,PAK1,SLC4A1
EDN1,CFAP126,MTPN
TTBK1,CALM3,ZNF699
SERPINB9,MYO7A,LINC01180
NOP16,SDHC,PTMAP10
RAB24,ACER3,COL10A1
PHLPP2,C5AR2,RNU6-453P
GFPT2,PCP4L1,C1orf141
AXL,EMSY-DT,SLC40A1
FLT4,SLC1A5,ZNF806
DUSP22,ARHGAP35,NFILZ
SERPINB1,GVQW3,IL23R
SERPINB9P1,THAP12,AHCYL1
RIPK1,SAE1,RFX6
OLR1,TLR6,ST13P7
SLC22A23,TOMM40L,RAB11B
PXDC1,FAM114A1,CSF1
PKMP5,C5AR1,CHCHD3
DSP,CD244,GSTM3
BMP6,TMEM143,RPS28
OFCC1,PAAF1,RPL23AP48
TFAP2A,BEND4,FBN3
GCNT2,RUVBL2,CCL25
MAK,RNF121,FABP7
NFKBID,TAGLN2,RPSAP43
TRIM31,ZNF705E,ATP6V0A4
TRIM26,NADSYN1,CHCHD2P4
C19orf12,PPFIA3,KEAP1
PBX2,PPFIA1,RND2
TAP2,TRPM4,VAT1
PSMB8,FADD,RPL27
PSMB8-AS1,SLC30A9,LINC01359
PSMB9,CD37,JAK1
TAP1,CPT1A,SNX3
PPP1R2P1,COA4,BRAF
TAPBP,TESMIN,TMEM213
DNAAF1,PIH1D1,G6PC1
UHRF1BP1,ALDH16A1,AP1M2
C1R,SLAMF8,ILF3-DT
FKBP5,ATP8A1,RNU6-287P
ETV7,FCRL6,DNM2
PXT1,RCN3,LINC00671
CDKN1A,PPP6R3,FOXO3
FGD2,LRP5,RNY3P11
RPSAP58,PRR12,DENND2A
CMTR1,C11orf24,MKRN1
DNAJB6P1,GYS1,KDM7A-DT
KCNK5,IL18BP,RDH8
AGER,BAX,MEOX1
CFB,NUMA1,HNRNPCP2
C2,GRIN2D,WHSC1L2P
HSPA1L,SMIM14,CFAP97D1
C1S,MRPL48,LAMTOR5
HLA-L,FAM168A,RN7SL854P
ZBTB32,CD84,TMEM101
CDYL2,SLAMF6,LAMA4-AS1
LAG3,RELT,LSM12
FFAR2,SPHK2,HDAC5
HLA-C,ARHGEF17,RBM15
RPL3P2,NCSTN,RPS26P8
MICA,P2RY2,TRDN-AS1
MICB,UBE2K,NKAIN2
HPN,ATG16L2,SND1
SCN1B,PEX19,ELAPOR1
PLEKHG6,DCAF8,SLC18B1
GRAMD1A,PIGM,SARS1
LTA,BCAT2,HOXB-AS1
TNF,ARAP1,SKAP1-AS1
NDUFA9,CLPB,VNN2
HSPA8P5,INPPL1,LEP
LSM2,PDS5A,GPR39
PLAGL1,LAMTOR1,MAP3K19
STX11,LRRC51,ALKBH7
NUB1,LRFN1,HILPDA
FSTL3,GAK,MYBPHL
MIDN,HSPA8,CALU
SBNO2,ASPM,TAAR5
UNC93B5,PRKCI,ARF5
XAF1,EIF5A2,LINC00326
SMURF1,SUGP2,CATSPERD
PRAL,ARMC6,EYA4
FBXO39,SLC25A42,TARID
CYP3A5,TMEM161A,GCC1
TSC22D4,C2CD5,RPL36
LRCH4,ST8SIA1,HOXB8
UNC93B1,CMAS,TINCR
TRIM56,RFXANK,SGK1
ORAI2,RECQL,KDM4B
LRWD1,NCEH1,CTH
CLCF1,CERS1,ARRDC5
RAD9A,SUGP1,HYAL4
KDM2A,ECT2,C1orf194
S100A11P1,TBL1XR1,FEM1A
RPS29P16,TSSK6,TMEM167B
KMT2E,ZMAT3,SP2
BET1,YJEFN3,OPN1SW
PITPNM3,KCNMB3,FLNC
C19orf71,LRRFIP1P1,CPA2
CACNA2D1,ZNF639,MAPT-AS1
NCF1C,DERA,TPD52L1
ZP3,EPS8,PRR36
DTX2,IRAG2,EXOSC3P2
UPK3B,ETFRF1,HEY2
FGL2,MAST3,RPL21P129
GSAP,MIR3189,HNRNPCP9
MAGI2-AS3,ERGIC2,FCER2
CCND1,MPV17L2,GADD45A
SEMA3C,FAR2,MAPT
IFITM9P,CCDC91,LINC-PINT
SAMD9L,PTPRC,TFPI
SEMA3A,KLHL42,GSTM4
SEMA3D,MRPS35,CPA4
DOT1L,LSM4,LINC02536
STEAP1,C1orf53,LINC01013
CFAP69,PGPEP1,ARHGEF18-AS1
UQCR11,GOLIM4,KLHDC10
FZD1,LRRC25,EEF1DP5
CDK6,KRAS,ITGB3
SAMD9,SSBP4,RPL21P67
PUS7,MYNN,NCKAP5-AS2
ATXN7L1,MED21,ENPP3
NAMPT,KXD1,ATP6V1F
TCAF2,TM7SF3,GPR108
ZC3HAV1,INTS13,C3
TTC26,REX1BD,TNFSF14
UBN2,DENND1B,ENPP1
PARP12,LRRC34,LINC01707
TMEM88,KLHL26,TBX21
MGAM,CRTC1,BRI3
MGAM2,PTPRO,RN7SL478P
BATF2,ACTL6A,CBLN2
ATG2A,ZNF14,ZNF727
EHD1,TMEM52B,CCN1
CCDC71L,LINC00888,TTC39C-AS1
LINC01539,ZNF738,KLHL7-DT
TCF4,ZNF493,RPL12P10
ATL3,ETV6,TOMM7
CUL1,ZNF429,RAPGEF5
EZH2,SMIM10L1,ZNF735
LINC00996,TAS2R14,SBDS
GIMAP8,ZNF100,H3P3
GIMAP2,MAGOHB,RPL5
NXF1,ABCC5,RN7SL236P
KDM6B,ZNF43,RN7SL97P
PMAIP1,CLEC1A,LINC01993
CNOT4,LINC00663,SYDE2
TMEM140,ZNF257,SNORD81
LAMB1,CLEC12A,ANKRD29
NRCAM,EIF2B5,NPC1
EIF5A,LINC02470,RBFOX3
DOCK4,AP2M1,LINC02078
BMT2,ABCF3,CBX4
TFEC,KLRF1,CHCHD2
CAV2,PSMD2,GORASP2
CAV1,ZNF98,TBR1
MET,CLCN2,SEPTIN14
OVOL1,POLR2H,KIAA0087
AP5B1,ZNF708,LINC01900
EEF1GP1,VN1R83P,RPL12P37
RELA,UCHL5,MIR133A1HG
RBM28,LRP6,RN7SL233P
NEAT1,ZNF56P,MYO3B-AS1
BCL2,ZNF506,BRDT
FRMD8,MRPL47,DLX2
ACTBP9,ZNF253,LINC01973
CYREN,ARHGDIB,KIF5C
MFSD12,ZNF93,SRP68
NCF1,ZNF682,GTF2IRD2P1
SASH1,ERP27,BCL7B
POLR1F,USP13,UBALD2
FUT4,WBP11,AGMO
ADAP1,H2AJ,MEP1B
MICALL2,ATF7IP,LPAR3
PIWIL4,ZNF737,ASXL3
USP42,TTC14,AQP4-AS1
C1GALT1,ZNF66,RPL6P21
PANX1,DNAJC19,ARL4A
HEPHL1,ZNF85,BCAR3
AHR,GLRX2,GNG5
ICAM1,HTR7P1,CLIP2
DLL1,APOLD1,GTF2IRD1
MACC1,GPR19,SBDSP1
ITGB8-AS1,BORCS5,LRRC72
ITGB8,ZNF431,SNHG16
ABCB5,PDCD10,PDK1
SHFL,IL12RB1,RN7SKP75
COL5A3,ZNF492,ST6GALNAC1
EEF1A1P6,PTPRVP,AUTS2
IL6-AS1,SENP1,ITGA6-AS1
IL6,TMEM106C,TSPAN13
TSR1,SYT2,RNY4P36
ENDOD1,VDR,JMJD6
NCF1B,HDAC7,ARIH2P1
BIRC2,PPP1R12B,TMED5
UST,AKAP8,RNU6-97P
UST-AS2,RPAP3,LINC02080
TAB2,LINC00886,LINC00868
SCARF1,RASAL3,CYCSP40
RILP,UBE2T,DPP4
ZC3H12D,PTPN7,SEC61G
GINM1,ASB8,VSTM2A
TMEM123,LEKR1,LRP2
MIR22HG,PCED1B-AS1,INHBA-AS1
TIAM2,PCED1B,ARHGAP28
AFDN,RNPEP,LINC00668
PPIAP43,SLC38A1,LAMA1
DYNLT1,IPO9,NPSR1-AS1
TAGAP,SCAF11,ABCB11
SOD2,TMEM117,LMO4
HNRNPH1P1,IRAK4,ACTG1
WTAP,RPS10P7,TWSG1-DT
HIC1,CSRP1,SCN7A
FAM76B,PFKM,FN3K
GPR31,ZNF641,SCN1A
FAM126A,IPO8,ITPRID1
SMCO4,TUBA1A,ADCYAP1R1
TRA2A,BCDIN3D-AS1,RN7SKP146
IKZF1,MYBPH,INHBA
CD70,NCKAP5L,SUGCT
TNFSF9,DDX39A,MIR3976HG
MYO1G,SPATS2,CDK13-DT
SNHG15,PPFIA4,AKAIN1
LRRC32,GIPC1,COX6CP3
IGFBP3,DNAJC22,LINC00470
LINC02757,TROAP,RALA
PKD1L1,TECR,GAPDHP66
HUS1,TUBA1C,DLGAP1-AS4
GRB10,CYB5R1,B3GALT1
NFE2L3,KANSL2,POU6F2
EGFR,TUBA1B,MYL12A
ZMYND15,ARF3,DLGAP1
PGM2L1,CCDC65,GPR141BP
ZNF107,DDX23,TGIF1
GP1BA,CACNB3,SCN1A-AS1
EBI3,ADCY6,VAPA
